scalar,RGB_r,RGB_g,RGB_b
0.0,0.22999950386952345,0.2989989340493756,0.754000138575591
0.007874015748031496,0.2390871566729133,0.3127722704640551,0.7664095516256264
0.015748031496062992,0.24824114578510437,0.3264956678711748,0.7785688064438819
0.023622047244094488,0.25746564958962415,0.34016673009453713,0.7904701177296758
0.031496062992125984,0.2667641606515695,0.3537823866795251,0.8021058862971399
0.03937007874015748,0.2761395317583999,0.36733901093346966,0.8134687036006881
0.047244094488188976,0.2855940156399302,0.38083251497546117,0.8245513561410516
0.05511811023622047,0.29512929980324143,0.3942584270495726,0.8353468297447945
0.06299212598425197,0.30474653757385745,0.4076119550138765,0.8458483137107313
0.07086614173228346,0.3144463761739713,0.42088803895270244,0.8560492048171271
0.07874015748031496,0.32422898247016735,0.43408139515649236,0.8659431111839943
0.08661417322834646,0.334094066871346,0.44718655319511585,0.8755238559851828
0.09448818897637795,0.34404090574118357,0.46019788742393514,0.8847854810053519
0.10236220472440945,0.35406836260002617,0.47310964397067673,0.8937222500372332
0.11023622047244094,0.3641749083224483,0.48591596402973086,0.902328652114946
0.11811023622047244,0.3743586404840731,0.4986109041205626,0.9105994045794247
0.12598425196850394,0.3846173019710897,0.5111884538354913,0.9185294559723148
0.13385826771653542,0.3949482989354241,0.5236425514996056,0.926113988754985
0.14173228346456693,0.40534871815559675,0.5359670980851184,0.9333484218495701
0.14960629921259844,0.41581534384628743,0.5481559696588275,0.940228412999224
0.15748031496062992,0.4263446739471464,0.5602030285907307,0.9467498609450137
0.1653543307086614,0.4369329359124534,0.5721021337112978,0.9529089074171367
0.1732283464566929,0.44757610201700054,0.5838471495722791,0.9587019389383685
0.18110236220472442,0.45826990418942365,0.5954319549394993,0.9641255884379017
0.1889763779527559,0.4690098483815394,0.6068504506245942,0.9691767366739333
0.19685039370078738,0.47979122848084016,0.6180965667450748,0.9738525134636028
0.2047244094488189,0.4906091397725522,0.6291642694876514,0.978150298719073
0.2125984251968504,0.5014584919576927,0.6400475674378555,0.982067723288779
0.2204724409448819,0.5123340217337705,0.6507405175291051,0.9856026696030359
0.22834645669291337,0.5232303049454149,0.6612372306561699,0.9887532721234303
0.23622047244094488,0.5341417683128327,0.671531876991117,0.9915179175955847
0.2440944881889764,0.5450627007467631,0.6816186910340811,0.9938952451050719
0.25196850393700787,0.5559872642593083,0.6914919764263631,0.9958841459364441
0.25984251968503935,0.5669095044806864,0.7011461105492843,0.997483763235509
0.26771653543307083,0.5778233607925406,0.7105755489287596,0.9986934914751381
0.2755905511811024,0.5887226760889537,0.7197748294626254,0.9995129757250748
0.28346456692913385,0.5996012061766899,0.7287385764852474,0.999942110726337
0.29133858267716534,0.6104526288265089,0.7374615046818,0.9999810397709686
0.2992125984251969,0.621270552487556,0.7459384228627659,0.9996301533880202
0.30708661417322836,0.6320485246769671,0.7541642376076328,0.9988900878367707
0.31496062992125984,0.6427800400568054,0.762133956785398,0.9977617234083128
0.3228346456692913,0.6534585482104103,0.769842692958305,0.9962461825367322
0.3307086614173228,0.6640774611300698,0.777285666674227,0.9943448277212107
0.33858267716535434,0.6746301604277665,0.7844582096522001,0.992059259260451
0.3464566929133858,0.6851100042804771,0.7913557678648349,0.9893913128009059
0.3543307086614173,0.69551033412123,0.7979739045206556,0.986343056700335
0.36220472440944884,0.7058244810868024,0.8043083029487877,0.9829167892082503
0.3700787401574803,0.7160457722326002,0.810354769387899,0.9791150354648387
0.3779527559055118,0.7261675365248971,0.8161092356807989,0.9749405443199332
0.3858267716535433,0.7361831106202334,0.8215677618756884,0.9703962849735971
0.39370078740157477,0.7460858444413989,0.8267265387346383,0.9654854434398185
0.4015748031496063,0.7558691065590399,0.8315818901495382,0.9602114188347534
0.4094488188976378,0.7655262893875432,0.836130275465421,0.9545778194908313
0.41732283464566927,0.7750508142034869,0.8403682917107554,0.9485884588979118
0.4251968503937008,0.7844361359945538,0.8442926757340266,0.9422473514724786
0.4330708661417323,0.7936757481464783,0.8479003062456337,0.935558708155659
0.4409448818897638,0.8027631869752172,0.8511882057638833,0.9285269318405495
0.44881889763779526,0.8116920361112256,0.8541535424635827,0.9211566126290283
0.45669291338582674,0.8204559307423723,0.8567936319254936,0.9134525229178171
0.4645669291338583,0.8290485617217508,0.8591059387846371,0.9054196123130939
0.47244094488188976,0.8374636795463256,0.8610880782751759,0.8970630023724097
0.48031496062992124,0.8456950982120872,0.8627378176693289,0.8883879811720045
0.4881889763779528,0.8537366989511215,0.8640530776074841,0.8793999976968702
0.49606299212598426,0.8615824338557554,0.8650319333163629,0.8701046560500058
0.5039370078740157,0.869849427592413,0.8636057237753666,0.8598581593348362
0.5118110236220472,0.8783972141654243,0.8597803428807139,0.8487804688755555
0.5196850393700787,0.8865580319110887,0.8556266911336553,0.8375663510677235
0.5275590551181102,0.8943331308253792,0.8511470127457256,0.8262232321027618
0.5354330708661417,0.9017236107481297,0.846343692601322,0.8147585136433874
0.5433070866141733,0.908730448475416,0.8412192526934347,0.803179567935413
0.5511811023622047,0.9153545219574294,0.8357763483590013,0.7914937330234095
0.5590551181102362,0.9215966319566609,0.8300177643002215,0.7797083080730919
0.5669291338582677,0.9274575214851969,0.8239464103764743,0.7678305488032114
0.5748031496062992,0.9329378932933098,0.8175653171495038,0.7558676630296394
0.5826771653543307,0.9380384256424861,0.8108776311622742,0.7438268063242364
0.5905511811023622,0.942759786563295,0.8038866099292901,0.7317150777910381
0.5984251968503937,0.9471026467708533,0.7965956166131418,0.7195395159622069
0.6062992125984252,0.9510676913872783,0.7890081143585342,0.707307094816132
