"","Images","Speedup","Strategy","Workload","Camera","Format","Label"
"442",20,1.39932602534411,"2","slc","inverse","S","slc-S-2"
"443",20,1.4452232690063,"3","slc","inverse","S","slc-S-3"
"444",20,1.42951507886494,"4","slc","inverse","S","slc-S-4"
"445",40,1,"1","slc","inverse","S","slc-S-1"
"446",40,1.51008770711436,"2","slc","inverse","S","slc-S-2"
"447",40,1.5103937745198,"3","slc","inverse","S","slc-S-3"
"448",40,1.53638804604825,"4","slc","inverse","S","slc-S-4"
"449",60,1,"1","slc","inverse","S","slc-S-1"
"450",60,1.43526302527839,"2","slc","inverse","S","slc-S-2"
"451",60,1.49309814120453,"3","slc","inverse","S","slc-S-3"
"452",60,1.47222676484183,"4","slc","inverse","S","slc-S-4"
"453",80,1,"1","slc","inverse","S","slc-S-1"
"454",80,1.498604683865,"2","slc","inverse","S","slc-S-2"
"455",80,1.47739622578902,"3","slc","inverse","S","slc-S-3"
"456",80,1.50463645067274,"4","slc","inverse","S","slc-S-4"
"457",100,1,"1","slc","inverse","S","slc-S-1"
"458",100,1.29401836077951,"2","slc","inverse","S","slc-S-2"
"459",100,1.47137810531791,"3","slc","inverse","S","slc-S-3"
"460",100,1.50561415537908,"4","slc","inverse","S","slc-S-4"
"461",20,1,"1","iso","inverse","S","iso-S-1"
"462",20,1.53736998444717,"2","iso","inverse","S","iso-S-2"
"463",20,1.68917429686107,"3","iso","inverse","S","iso-S-3"
"464",20,2.28234374377047,"4","iso","inverse","S","iso-S-4"
"465",40,1,"1","iso","inverse","S","iso-S-1"
"466",40,1.63354246488449,"2","iso","inverse","S","iso-S-2"
"467",40,1.87331166105629,"3","iso","inverse","S","iso-S-3"
"468",40,2.31611913482422,"4","iso","inverse","S","iso-S-4"
"469",60,1,"1","iso","inverse","S","iso-S-1"
"470",60,1.73801211437254,"2","iso","inverse","S","iso-S-2"
"471",60,2.02524468704486,"3","iso","inverse","S","iso-S-3"
"472",60,2.40947237315542,"4","iso","inverse","S","iso-S-4"
"473",80,1,"1","iso","inverse","S","iso-S-1"
"474",80,1.70751040571747,"2","iso","inverse","S","iso-S-2"
"475",80,1.94682490688584,"3","iso","inverse","S","iso-S-3"
"476",80,2.2720888388731,"4","iso","inverse","S","iso-S-4"
"477",100,1,"1","iso","inverse","S","iso-S-1"
"478",100,1.7294848736231,"2","iso","inverse","S","iso-S-2"
"479",100,2.0118174887214,"3","iso","inverse","S","iso-S-3"
"480",100,2.2673754411594,"4","iso","inverse","S","iso-S-4"
