"","Images","Speedup","Strategy","Workload","Camera","Format","Label"
"441",20,1,"1","slc","inverse","S","slc-S-1"
"442",20,0.988635454655879,"2","slc","inverse","S","slc-S-2"
"443",20,1.38227058462915,"3","slc","inverse","S","slc-S-3"
"444",20,5.71265941966961,"4","slc","inverse","S","slc-S-4"
"445",40,1,"1","slc","inverse","S","slc-S-1"
"446",40,1.00329578360283,"2","slc","inverse","S","slc-S-2"
"447",40,1.46285575546601,"3","slc","inverse","S","slc-S-3"
"448",40,5.42624388874593,"4","slc","inverse","S","slc-S-4"
"449",60,1,"1","slc","inverse","S","slc-S-1"
"450",60,0.975724640724347,"2","slc","inverse","S","slc-S-2"
"451",60,1.85582649592311,"3","slc","inverse","S","slc-S-3"
"452",60,5.08833835587638,"4","slc","inverse","S","slc-S-4"
"453",80,1,"1","slc","inverse","S","slc-S-1"
"454",80,0.978299440989853,"2","slc","inverse","S","slc-S-2"
"455",80,1.92285281845922,"3","slc","inverse","S","slc-S-3"
"456",80,4.95284091305349,"4","slc","inverse","S","slc-S-4"
"457",100,1,"1","slc","inverse","S","slc-S-1"
"458",100,1.04931535426415,"2","slc","inverse","S","slc-S-2"
"459",100,2.26333034215773,"3","slc","inverse","S","slc-S-3"
"460",100,4.77291392859285,"4","slc","inverse","S","slc-S-4"
"461",20,1,"1","iso","inverse","S","iso-S-1"
"462",20,1.06393490427429,"2","iso","inverse","S","iso-S-2"
"463",20,1.38925054003588,"3","iso","inverse","S","iso-S-3"
"464",20,5.34784998520147,"4","iso","inverse","S","iso-S-4"
"465",40,1,"1","iso","inverse","S","iso-S-1"
"466",40,1.02303859302471,"2","iso","inverse","S","iso-S-2"
"467",40,1.56614831530807,"3","iso","inverse","S","iso-S-3"
"468",40,4.94005452170456,"4","iso","inverse","S","iso-S-4"
"469",60,1,"1","iso","inverse","S","iso-S-1"
"470",60,1.0829322672063,"2","iso","inverse","S","iso-S-2"
"471",60,1.83371364025745,"3","iso","inverse","S","iso-S-3"
"472",60,5.19702785934255,"4","iso","inverse","S","iso-S-4"
"473",80,1,"1","iso","inverse","S","iso-S-1"
"474",80,1.06113167440107,"2","iso","inverse","S","iso-S-2"
"475",80,1.69283273758944,"3","iso","inverse","S","iso-S-3"
"476",80,4.49558096674206,"4","iso","inverse","S","iso-S-4"
"477",100,1,"1","iso","inverse","S","iso-S-1"
"478",100,1.09220564797443,"2","iso","inverse","S","iso-S-2"
"479",100,1.98235415347653,"3","iso","inverse","S","iso-S-3"
"480",100,4.37110304141881,"4","iso","inverse","S","iso-S-4"
