scalar,RGB_r,RGB_g,RGB_b
0.0,0.0,0.0,0.0
0.015873015873015872,0.05163735551509702,0.015193561283127887,0.008512255961144188
0.031746031746031744,0.08734379208485016,0.030387122566255684,0.01702451192228829
0.047619047619047616,0.11354267765865766,0.04531943884940728,0.025536767883432468
0.06349206349206349,0.13514872089217,0.05800662193312215,0.034055553048718164
0.07936507936507936,0.15759261727265866,0.06652342057641236,0.04270021920872475
0.09523809523809523,0.1815989639145062,0.07247128010864706,0.050573226334452916
0.1111111111111111,0.2061677223821481,0.07813114084486647,0.057454137282150895
0.12698412698412698,0.2312370309728537,0.08351304246982413,0.0635512244689487
0.14285714285714285,0.2567618382302789,0.08862237092250158,0.06900234709883349
0.15873015873015872,0.2827075359325257,0.09346271562864744,0.07390357022024294
0.1746031746031746,0.3090466303178169,0.09803615291489318,0.07832445277380018
0.19047619047619047,0.3357490073009611,0.10234571522981187,0.08238673466283875
0.20634920634920634,0.36276777998787885,0.1064002393346832,0.08641334594908698
0.2222222222222222,0.3900919774054174,0.11019845385698737,0.09043888432859601
0.23809523809523808,0.4177143899205425,0.11373718056692914,0.09446389077679768
0.25396825396825395,0.4456278142307026,0.11701241689077838,0.09848885638870003
0.2698412698412698,0.47382516261634616,0.12001930086526419,0.10251422809569205
0.2857142857142857,0.502299529628274,0.12275205976842546,0.10654041357261984
0.30158730158730157,0.5310442310933297,0.1252039407748576,0.11056778547118848
0.31746031746031744,0.5600528250006853,0.1273671211459793,0.11459668508951387
0.3333333333333333,0.5893191205062877,0.1292325944480741,0.11862742556708483
0.3492063492063492,0.6188371791753878,0.13079002800034306,0.12266029467814432
0.36507936507936506,0.648601311211368,0.13202758506449894,0.12669555728356738
0.38095238095238093,0.678606068517493,0.13293170301324128,0.1307334574909583
0.3968253968253968,0.7036834591859901,0.1441633292788092,0.13213999464247173
0.4126984126984127,0.7195062625050869,0.17233300471585689,0.12846961438484983
0.42857142857142855,0.7353154662963063,0.1982320329476474,0.12428036101896534
0.4444444444444444,0.751112126737316,0.22261875185991248,0.11950641159369435
0.4603174603174603,0.7668972434178529,0.24593673005719124,0.11406460852604836
0.47619047619047616,0.7826717632738177,0.26846895168784857,0.10784712901499374
0.49206349206349204,0.7984365841771025,0.29040728426818885,0.10070961124952268
0.5079365079365079,0.8141925582174526,0.3118878231467317,0.09245073278051028
0.5238095238095237,0.8299404947082089,0.3330105234428723,0.08277425551915793
0.5396825396825397,0.8456811629439366,0.3538508558797244,0.07121069382863976
0.5555555555555556,0.8614152947346334,0.37446709985381804,0.056929320831343576
0.5714285714285714,0.8771435867383445,0.39490510462624345,0.03816328606394868
0.5873015873015872,0.8908432817754005,0.41674477211749267,0.020982349264827563
0.6031746031746031,0.8944803629891399,0.44554478682770965,0.02979476209754252
0.6190476190476191,0.8978191306984825,0.47356949486759997,0.039882474801079176
0.6349206349206349,0.9008536282668951,0.5009653990433831,0.05038752816707968
0.6507936507936507,0.9035776163624134,0.5278450043790324,0.060646808758259625
0.6666666666666666,0.9059845490140521,0.5542965728309169,0.07074279841591524
0.6825396825396826,0.9080675477037224,0.5803905927718952,0.08072565695340303
0.6984126984126984,0.9098193732133208,0.6061842143846009,0.09063033017645492
0.7142857142857142,0.911232394909533,0.631724377007152,0.10048201891972874
0.7301587301587301,0.9122985571047431,0.6570500678295331,0.11029940047989512
0.746031746031746,0.913009342079866,0.6821939875538178,0.1200966265551966
0.7619047619047619,0.9133557292922321,0.7071838013215426,0.1298846154860539
0.7777777777777777,0.9133281502167326,0.732043093409801,0.13967191772666793
0.7936507936507936,0.9129164381786631,0.7567921063440655,0.1494653128305964
0.8095238095238095,0.9121097724287464,0.781448320481885,0.15927023177157915
0.8253968253968254,0.9108966155805285,0.8060269137677367,0.1690910623129174
0.8412698412698412,0.9092646433724143,0.8305411302564235,0.17893137408103155
0.8571428571428571,0.9072006655243174,0.8550025783221541,0.18879408728283467
0.873015873015873,0.9046905362236012,0.8794214740669485,0.19868160109043348
0.8888888888888888,0.9039008137895139,0.9029473163725636,0.22094394301887887
0.9047619047619047,0.9279090422218137,0.9160835634278711,0.36183187572285036
0.9206349206349206,0.9488602683459103,0.929422722888937,0.47846162143282495
0.9365079365079365,0.9665564427749084,0.9429908697897206,0.5866952163379869
0.9523809523809523,0.9807813939086764,0.9568118150956336,0.6913443402195247
0.9682539682539681,0.9912920558196595,0.9709072070998431,0.7944858472500118
0.9841269841269841,0.9978082634918498,0.9852966268331217,0.8971752137533199
1.0,1.0,1.0,1.0
